loan_id,issue_date,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,fico_score,revol_util,total_pymnt,loan_status
49159,2016-07-01,5000,5000,36 months,23.98,196.11,E,4 years,RENT,64921,credit_card,OH,22.52,690,29.19,5661.27,0
49160,2015-03-01,30000,30000,36 months,5.92,911.57,A,8 years,MORTGAGE,53977,major_purchase,MI,27.27,722,33.74,33873.39,0
49161,2017-03-01,15000,15000,60 months,6.3,292.09,A,2 years,MORTGAGE,25273,credit_card,GA,32.43,718,38.74,18235.69,0
49162,2017-07-01,25000,25000,60 months,9.91,530.07,B,6 years,MORTGAGE,39931,other,PA,11.09,818,85.36,28990.19,0
49163,2017-08-01,10000,10000,60 months,23.86,286.87,E,10+ years,RENT,15000,credit_card,FL,12.09,746,34.67,13202.56,0
49164,2017-09-01,10000,10000,60 months,8.34,204.4,B,9 years,MORTGAGE,131342,medical,OH,43.1,785,28.39,13538.03,0
49165,2016-09-01,20000,20000,60 months,17.79,505.59,D,7 years,MORTGAGE,15000,debt_consolidation,OH,36.97,689,27.87,10267.58,1
49166,2015-04-01,10000,10000,60 months,13.31,229.12,C,3 years,RENT,81242,debt_consolidation,FL,20.11,619,52.86,11904.53,0
49167,2016-10-01,5000,5000,36 months,17.64,179.86,D,2 years,OWN,52318,credit_card,TX,17.72,760,44.2,6918.94,0
49168,2016-02-01,30000,30000,60 months,6.61,588.53,A,9 years,MORTGAGE,17292,credit_card,FL,29.78,778,32.33,40800.14,0
49169,2016-04-01,25000,25000,60 months,11.3,547.31,B,6 years,MORTGAGE,57315,debt_consolidation,FL,35.05,795,18.25,31703.02,0
49170,2016-02-01,15000,15000,60 months,11.71,331.47,B,3 years,OWN,25236,debt_consolidation,PA,25.47,626,13.14,18818.87,0
49171,2017-05-01,10000,10000,60 months,12.32,224.06,C,9 years,MORTGAGE,63542,debt_consolidation,CA,44.79,728,44.77,2630.38,1
49172,2018-11-01,10000,10000,60 months,11.23,218.57,B,10+ years,OWN,47358,debt_consolidation,OH,39.28,824,74.78,12147.92,0
49173,2015-12-01,5000,5000,36 months,20.05,185.95,E,6 years,RENT,56256,credit_card,PA,8.73,602,31.56,6618.24,0
49174,2017-04-01,5000,5000,60 months,9.53,105.08,B,2 years,MORTGAGE,39283,debt_consolidation,MI,18.4,652,18.9,6536.96,0
49175,2018-01-01,10000,10000,60 months,17.24,249.82,D,10+ years,MORTGAGE,108869,debt_consolidation,NC,35.76,849,63.26,11871.72,0
49176,2018-05-01,25000,25000,36 months,25.16,996.11,F,6 years,OWN,26649,debt_consolidation,MI,30.23,629,15.96,34575.2,0
49177,2015-02-01,25000,25000,60 months,15.0,594.75,C,9 years,MORTGAGE,32707,debt_consolidation,NY,29.16,696,20.78,34516.51,0
49178,2017-12-01,15000,15000,36 months,8.71,474.97,B,2 years,MORTGAGE,44233,debt_consolidation,CA,38.48,642,73.06,16981.94,0
49179,2015-04-01,25000,25000,36 months,23.05,968.39,E,1 year,RENT,46102,debt_consolidation,GA,10.09,770,39.96,8076.17,1
49180,2018-01-01,20000,20000,60 months,6.4,390.39,A,9 years,MORTGAGE,24859,other,GA,31.55,654,8.55,25445.11,0
49181,2016-10-01,30000,30000,36 months,10.8,979.32,B,3 years,MORTGAGE,15000,other,GA,24.56,797,70.42,36187.87,0
49182,2015-10-01,5000,5000,36 months,8.42,157.65,B,< 1 year,RENT,60677,home_improvement,GA,25.66,649,69.61,5789.69,0
49183,2018-02-01,25000,25000,36 months,7.46,777.2,A,3 years,OWN,59666,debt_consolidation,PA,6.56,600,30.25,8693.95,1
49184,2015-08-01,20000,20000,36 months,12.87,672.63,C,9 years,RENT,136175,credit_card,CA,22.64,671,49.64,4188.51,1
49185,2015-04-01,10000,10000,60 months,15.95,242.91,C,1 year,RENT,103891,credit_card,NC,28.0,711,35.36,11137.35,0
49186,2017-04-01,20000,20000,60 months,11.39,438.75,B,1 year,MORTGAGE,51006,credit_card,GA,23.58,699,74.04,27948.65,0
49187,2015-03-01,20000,20000,36 months,9.79,643.37,B,5 years,RENT,32691,medical,PA,17.75,657,42.35,23847.8,0
49188,2018-12-01,20000,20000,36 months,10.24,647.6,B,6 years,MORTGAGE,96472,debt_consolidation,IL,29.8,603,16.47,26607.01,0
49189,2017-06-01,30000,30000,60 months,11.4,658.27,B,6 years,MORTGAGE,29462,credit_card,CA,36.58,790,73.8,35833.84,0
49190,2015-06-01,30000,30000,36 months,11.22,985.29,B,6 years,RENT,83759,debt_consolidation,CA,20.7,842,21.5,37493.99,0
49191,2017-06-01,10000,10000,36 months,9.79,321.69,B,7 years,MORTGAGE,20725,other,GA,22.9,611,21.92,11186.86,0
49192,2017-10-01,10000,10000,60 months,14.05,232.94,C,2 years,MORTGAGE,159453,debt_consolidation,PA,27.04,787,65.32,13302.62,0
49193,2016-05-01,15000,15000,36 months,12.28,500.22,C,8 years,MORTGAGE,25824,major_purchase,IL,41.45,813,40.03,17182.93,0
49194,2017-10-01,20000,20000,60 months,9.12,416.33,B,7 years,MORTGAGE,27065,debt_consolidation,PA,35.12,711,18.68,22394.58,0
49195,2015-02-01,25000,25000,36 months,25.46,1000.09,F,2 years,MORTGAGE,15616,credit_card,TX,40.43,785,34.84,11507.11,1
49196,2018-07-01,35000,35000,36 months,8.62,1106.81,B,5 years,RENT,38622,credit_card,NY,21.66,582,66.87,48085.34,0
49197,2017-02-01,10000,10000,60 months,17.87,253.23,D,2 years,RENT,63676,credit_card,NY,42.34,746,67.96,12703.3,0
49198,2017-01-01,15000,15000,36 months,6.22,457.83,A,10+ years,MORTGAGE,34246,major_purchase,MI,9.15,606,6.45,16810.02,0
49199,2015-06-01,10000,10000,36 months,17.62,359.62,D,< 1 year,OTHER,28761,credit_card,IL,20.01,620,39.2,11862.2,0
49200,2018-01-01,25000,25000,60 months,13.24,571.9,C,1 year,MORTGAGE,20548,debt_consolidation,OH,8.47,625,65.84,34201.79,0
49201,2017-10-01,15000,15000,36 months,13.41,508.38,C,5 years,OWN,57983,small_business,NC,24.63,629,15.33,19822.97,0
49202,2015-06-01,35000,35000,36 months,6.23,1068.42,A,8 years,MORTGAGE,74400,medical,GA,6.05,742,30.59,46418.12,0
49203,2016-05-01,20000,20000,60 months,10.38,428.69,B,9 years,RENT,54076,debt_consolidation,TX,30.11,636,56.02,22089.0,0
49204,2015-08-01,20000,20000,36 months,16.35,706.6,D,9 years,MORTGAGE,74262,other,OH,36.0,712,20.31,2120.57,1
49205,2016-02-01,5000,5000,36 months,16.98,178.21,D,4 years,RENT,23644,debt_consolidation,OH,13.74,770,54.8,6069.71,0
49206,2018-04-01,20000,20000,36 months,11.77,662.09,B,7 years,RENT,33531,debt_consolidation,CA,34.73,715,41.26,25875.43,0
49207,2015-09-01,5000,5000,60 months,9.93,106.06,B,5 years,RENT,43467,major_purchase,TX,41.53,772,50.43,5641.26,0
49208,2016-12-01,5000,5000,60 months,7.78,100.86,A,2 years,RENT,105505,small_business,IL,9.7,701,37.86,5636.67,0
49209,2018-01-01,30000,30000,36 months,6.72,922.48,A,6 years,OTHER,105139,debt_consolidation,GA,8.46,815,17.34,34568.26,0
49210,2016-06-01,5000,5000,36 months,6.79,153.91,A,9 years,RENT,78901,debt_consolidation,FL,37.26,629,56.15,6378.32,0
49211,2016-02-01,30000,30000,36 months,11.08,983.3,B,2 years,MORTGAGE,77743,credit_card,OH,26.55,691,30.23,39775.41,0
49212,2017-06-01,10000,10000,36 months,19.19,367.52,D,6 years,OWN,30533,debt_consolidation,OH,9.58,702,19.5,11720.62,0
49213,2018-03-01,5000,5000,36 months,12.55,167.39,C,3 years,RENT,52155,home_improvement,TX,38.78,755,78.14,6893.76,0
49214,2018-09-01,35000,35000,60 months,19.86,924.56,D,1 year,MORTGAGE,18032,debt_consolidation,PA,38.23,775,26.91,48474.91,0
49215,2015-07-01,15000,15000,60 months,18.44,384.5,D,3 years,RENT,77741,debt_consolidation,NC,29.54,671,63.6,18147.3,0
49216,2017-05-01,10000,10000,36 months,13.57,339.69,C,9 years,MORTGAGE,42206,other,TX,7.64,733,47.32,12062.96,0
49217,2015-03-01,15000,15000,36 months,12.0,498.21,C,3 years,MORTGAGE,166879,major_purchase,NC,26.82,641,42.62,17628.46,0
49218,2017-04-01,30000,30000,36 months,24.88,1190.89,F,4 years,RENT,57334,credit_card,IL,41.62,840,20.98,39152.93,0
49219,2018-08-01,10000,10000,36 months,14.88,346.07,C,1 year,RENT,31158,credit_card,FL,23.71,593,57.52,11030.78,0
49220,2016-02-01,30000,30000,36 months,13.59,1019.37,C,2 years,RENT,41599,debt_consolidation,PA,30.95,728,66.22,37939.82,0
49221,2018-11-01,5000,5000,36 months,22.55,192.38,E,1 year,MORTGAGE,33568,medical,OH,5.24,845,35.88,6019.96,0
49222,2015-01-01,5000,5000,36 months,6.65,153.59,A,9 years,MORTGAGE,34581,credit_card,NC,23.55,777,46.26,6378.1,0
49223,2016-09-01,15000,15000,36 months,16.96,534.49,D,8 years,RENT,48368,credit_card,MI,24.76,669,44.82,17994.04,0
49224,2017-12-01,10000,10000,60 months,5.58,191.38,A,8 years,MORTGAGE,27117,credit_card,PA,28.65,664,22.93,12854.9,0
49225,2018-02-01,5000,5000,36 months,23.53,194.93,E,< 1 year,MORTGAGE,47336,home_improvement,NY,41.81,702,39.31,1285.66,1
49226,2016-02-01,15000,15000,36 months,17.01,534.87,D,1 year,RENT,15000,debt_consolidation,PA,44.78,609,26.87,1726.15,1
49227,2016-08-01,10000,10000,60 months,13.21,228.61,C,4 years,MORTGAGE,53979,debt_consolidation,NC,36.89,675,9.97,13585.75,0
49228,2018-12-01,15000,15000,36 months,19.77,555.7,D,< 1 year,MORTGAGE,31079,medical,CA,9.33,770,25.49,3138.35,1
49229,2015-02-01,20000,20000,36 months,18.18,724.86,D,8 years,RENT,21827,debt_consolidation,GA,26.84,790,50.9,9130.36,1
49230,2017-11-01,10000,10000,60 months,14.72,236.43,C,< 1 year,MORTGAGE,75694,debt_consolidation,PA,20.07,721,52.0,11057.84,0
49231,2018-09-01,25000,25000,36 months,27.71,1030.18,F,3 years,MORTGAGE,16960,debt_consolidation,NC,26.81,627,39.17,28670.07,0
49232,2017-08-01,15000,15000,60 months,11.08,326.74,B,1 year,RENT,71317,major_purchase,PA,14.09,699,31.05,17311.77,0
49233,2017-06-01,20000,20000,36 months,22.98,773.99,E,4 years,MORTGAGE,64949,credit_card,IL,27.37,641,52.59,23874.77,0
49234,2018-09-01,20000,20000,36 months,14.01,683.65,C,1 year,RENT,28705,debt_consolidation,TX,25.38,744,47.72,24523.97,0
49235,2016-08-01,20000,20000,36 months,11.92,663.52,B,5 years,RENT,41576,credit_card,OH,23.07,736,22.49,24149.72,0
49236,2016-10-01,25000,25000,36 months,7.27,775.02,A,2 years,MORTGAGE,57492,home_improvement,NY,39.44,751,18.95,33958.22,0
49237,2017-07-01,10000,10000,36 months,11.89,331.62,B,2 years,OWN,56341,debt_consolidation,OH,11.55,664,82.34,12969.62,0
49238,2017-11-01,20000,20000,36 months,22.24,766.29,E,8 years,RENT,84820,credit_card,GA,12.4,597,19.38,27646.0,0
49239,2015-02-01,10000,10000,36 months,11.03,327.53,B,4 years,MORTGAGE,76053,credit_card,OH,15.67,689,22.75,11212.53,0
49240,2016-12-01,20000,20000,36 months,9.99,645.25,B,8 years,RENT,91217,other,NY,30.99,831,59.91,26599.16,0
49241,2017-10-01,10000,10000,36 months,13.71,340.37,C,9 years,MORTGAGE,97745,debt_consolidation,GA,43.65,609,10.48,5970.12,1
49242,2017-12-01,5000,5000,36 months,11.26,164.31,B,5 years,RENT,52489,home_improvement,NC,38.32,736,4.28,6234.91,0
49243,2018-01-01,30000,30000,36 months,14.32,1030.0,C,2 years,RENT,41174,other,NC,29.69,676,10.4,33378.16,0
49244,2018-11-01,5000,5000,36 months,8.85,158.65,B,1 year,RENT,45582,credit_card,FL,31.48,671,82.32,6993.39,0
49245,2016-08-01,15000,15000,36 months,26.02,604.52,F,8 years,MORTGAGE,39938,debt_consolidation,NY,30.08,676,50.09,18784.25,0
49246,2018-07-01,20000,20000,36 months,13.26,676.39,C,5 years,RENT,116854,credit_card,IL,26.61,847,35.31,3138.86,1
49247,2018-06-01,5000,5000,36 months,20.49,187.07,E,1 year,MORTGAGE,31104,credit_card,NC,29.87,624,38.74,6594.04,0
49248,2016-12-01,15000,15000,60 months,16.92,372.14,D,5 years,RENT,96817,credit_card,NC,16.64,630,22.62,20366.07,0
49249,2016-05-01,5000,5000,36 months,8.93,158.84,B,9 years,RENT,36715,credit_card,NY,44.57,805,47.65,6055.91,0
49250,2017-03-01,30000,30000,36 months,22.1,1147.27,E,3 years,RENT,95117,major_purchase,GA,33.48,745,1.83,37530.93,0
49251,2015-02-01,15000,15000,36 months,7.07,463.64,A,8 years,MORTGAGE,75826,medical,TX,34.32,626,26.9,16634.73,0
49252,2018-07-01,15000,15000,36 months,9.44,480.07,B,10+ years,RENT,47881,debt_consolidation,OH,18.35,755,17.37,16974.34,0
49253,2016-07-01,20000,20000,60 months,10.65,431.37,B,10+ years,MORTGAGE,57267,other,PA,21.97,819,25.24,5644.13,1
49254,2018-12-01,15000,15000,60 months,14.84,355.59,C,7 years,RENT,25190,small_business,MI,41.53,621,17.67,18465.77,0
49255,2015-06-01,35000,35000,36 months,10.48,1137.26,B,3 years,MORTGAGE,69320,debt_consolidation,NY,15.81,648,27.09,48048.71,0
49256,2018-04-01,20000,20000,36 months,17.51,718.14,D,6 years,RENT,86541,home_improvement,NY,42.35,707,26.64,26994.0,0
49257,2015-03-01,25000,25000,36 months,26.8,1017.95,F,8 years,OWN,109393,debt_consolidation,PA,40.37,720,29.18,5235.41,1
49258,2015-06-01,5000,5000,60 months,18.5,128.33,D,6 years,RENT,40339,debt_consolidation,NC,22.83,684,10.06,6623.33,0
49259,2017-01-01,30000,30000,36 months,10.71,978.05,B,4 years,MORTGAGE,183519,other,CA,22.23,621,25.15,38191.55,0
49260,2017-03-01,15000,15000,36 months,12.43,501.3,C,6 years,MORTGAGE,40514,major_purchase,CA,43.5,749,60.31,6053.64,1
49261,2018-01-01,20000,20000,60 months,21.75,549.54,E,9 years,MORTGAGE,37422,credit_card,PA,29.22,634,71.6,26944.48,0
49262,2015-12-01,20000,20000,36 months,11.37,658.28,B,9 years,OWN,44347,debt_consolidation,PA,19.89,707,58.43,7343.9,1
49263,2016-04-01,20000,20000,60 months,7.08,396.78,A,4 years,RENT,44593,credit_card,MI,13.66,691,3.71,24782.71,0
49264,2017-05-01,20000,20000,36 months,7.95,626.27,A,5 years,MORTGAGE,20738,debt_consolidation,IL,19.15,820,24.95,27967.0,0
49265,2016-01-01,10000,10000,36 months,14.06,342.07,C,5 years,MORTGAGE,24864,credit_card,GA,19.63,794,5.3,12218.48,0
49266,2016-01-01,15000,15000,36 months,19.59,554.33,D,6 years,MORTGAGE,23551,major_purchase,PA,30.71,796,48.1,5143.39,1
49267,2015-08-01,10000,10000,36 months,18.97,366.41,D,< 1 year,RENT,56447,home_improvement,PA,25.63,631,7.54,11041.0,0
49268,2018-08-01,5000,5000,36 months,15.34,174.16,C,6 years,RENT,120312,credit_card,NC,5.24,775,49.23,6586.69,0
49269,2017-03-01,20000,20000,36 months,19.41,737.27,D,4 years,OWN,32826,credit_card,FL,23.27,829,86.22,25798.98,0
49270,2017-09-01,15000,15000,60 months,12.5,337.47,C,8 years,RENT,45384,small_business,TX,29.72,835,19.12,17923.23,0
49271,2015-05-01,5000,5000,60 months,15.27,119.66,C,9 years,MORTGAGE,30192,debt_consolidation,IL,34.83,737,55.34,2500.21,1
49272,2016-05-01,20000,20000,36 months,11.56,660.09,B,1 year,MORTGAGE,72848,debt_consolidation,MI,37.41,655,53.22,22660.19,0
49273,2018-10-01,10000,10000,60 months,10.22,213.55,B,4 years,MORTGAGE,57546,credit_card,GA,31.82,679,28.48,12939.29,0
49274,2016-04-01,15000,15000,60 months,9.74,316.79,B,3 years,MORTGAGE,85284,debt_consolidation,FL,19.65,834,91.76,18091.29,0
49275,2017-09-01,10000,10000,36 months,20.22,372.76,E,5 years,MORTGAGE,26810,medical,CA,38.97,588,28.13,4920.71,1
49276,2018-04-01,20000,20000,60 months,16.2,488.49,D,< 1 year,MORTGAGE,47936,medical,CA,19.1,594,44.75,27634.14,0
49277,2015-04-01,5000,5000,60 months,8.8,103.31,B,10+ years,MORTGAGE,42603,home_improvement,IL,34.34,817,19.02,1729.35,1
49278,2018-08-01,20000,20000,36 months,5.83,606.9,A,10+ years,MORTGAGE,44260,home_improvement,NC,40.43,630,47.71,24652.98,0
49279,2018-02-01,30000,30000,60 months,17.84,759.19,D,5 years,MORTGAGE,89053,small_business,TX,37.2,710,28.96,38678.65,0
49280,2018-04-01,20000,20000,36 months,8.81,634.23,B,8 years,RENT,34806,debt_consolidation,IL,22.21,596,42.58,7408.69,1
49281,2015-03-01,25000,25000,60 months,9.38,523.58,B,6 years,OWN,37437,other,IL,38.81,624,60.75,29177.79,0
49282,2015-09-01,25000,25000,36 months,7.03,772.27,A,< 1 year,RENT,30488,credit_card,IL,23.85,736,37.19,30911.05,0
49283,2016-03-01,35000,35000,36 months,7.83,1094.03,A,7 years,RENT,178892,credit_card,IL,37.57,797,36.56,43624.37,0
49284,2018-02-01,5000,5000,36 months,8.28,157.33,B,3 years,MORTGAGE,27675,debt_consolidation,NC,29.72,828,64.42,6660.15,0
49285,2016-01-01,15000,15000,36 months,10.22,485.56,B,5 years,MORTGAGE,70026,major_purchase,GA,6.72,734,52.05,18054.78,0
49286,2017-09-01,30000,30000,36 months,19.29,1104.08,D,2 years,RENT,21548,other,CA,14.48,749,31.07,38134.59,0
49287,2016-07-01,25000,25000,60 months,30.33,813.91,G,3 years,MORTGAGE,64706,debt_consolidation,TX,37.36,652,30.47,12407.13,1
49288,2018-12-01,5000,5000,36 months,9.23,159.53,B,3 years,OTHER,24613,debt_consolidation,PA,44.25,798,37.2,5637.66,0
49289,2017-10-01,10000,10000,60 months,8.08,203.15,B,9 years,MORTGAGE,53698,home_improvement,NC,21.11,714,45.18,12004.61,0
49290,2018-08-01,10000,10000,36 months,8.09,313.78,B,5 years,OWN,59089,home_improvement,MI,35.11,744,54.65,13552.19,0
49291,2018-10-01,25000,25000,36 months,13.41,847.29,C,2 years,RENT,46869,credit_card,MI,25.16,643,24.61,14064.62,1
49292,2015-04-01,20000,20000,36 months,17.94,722.45,D,1 year,MORTGAGE,74882,home_improvement,GA,23.01,715,39.32,24791.6,0
49293,2018-11-01,25000,25000,36 months,9.52,801.06,B,1 year,RENT,64801,debt_consolidation,GA,42.09,823,90.98,3719.78,1
49294,2015-07-01,20000,20000,36 months,6.57,613.62,A,4 years,RENT,32539,home_improvement,PA,34.23,831,45.04,24690.97,0
49295,2015-10-01,15000,15000,36 months,19.2,551.36,D,< 1 year,OWN,65859,debt_consolidation,CA,23.04,787,43.11,19759.22,0
49296,2017-10-01,35000,35000,36 months,19.94,1299.66,D,6 years,RENT,56178,credit_card,CA,33.13,790,46.88,8185.57,1
49297,2018-02-01,25000,25000,60 months,11.57,550.69,B,8 years,RENT,87053,debt_consolidation,NC,44.94,647,38.77,30058.26,0
49298,2016-12-01,25000,25000,36 months,5.65,756.59,A,< 1 year,OWN,20515,debt_consolidation,FL,20.53,682,39.43,34752.14,0
49299,2017-07-01,35000,35000,60 months,15.6,843.71,C,3 years,RENT,52437,debt_consolidation,MI,33.88,757,66.44,41139.03,0
49300,2015-10-01,5000,5000,36 months,8.61,158.09,B,1 year,MORTGAGE,51914,debt_consolidation,GA,30.49,741,57.79,5633.84,0
49301,2017-12-01,25000,25000,60 months,10.59,538.46,B,1 year,MORTGAGE,39218,debt_consolidation,OH,26.59,685,57.04,31018.24,0
49302,2017-09-01,20000,20000,36 months,18.48,727.87,D,7 years,OWN,92552,debt_consolidation,PA,43.52,800,22.15,24891.32,0
49303,2017-05-01,5000,5000,36 months,11.68,165.31,B,7 years,RENT,32006,home_improvement,TX,27.08,843,50.75,6569.62,0
49304,2018-10-01,5000,5000,60 months,20.19,133.0,E,5 years,RENT,75160,major_purchase,GA,25.26,650,65.42,2282.53,1
49305,2016-05-01,30000,30000,36 months,17.44,1076.16,D,3 years,MORTGAGE,31745,debt_consolidation,MI,30.05,786,46.82,41491.94,0
49306,2017-09-01,10000,10000,60 months,11.1,217.92,B,8 years,RENT,108623,debt_consolidation,IL,26.54,739,75.6,12293.58,0
49307,2018-09-01,10000,10000,60 months,12.53,225.13,C,1 year,OTHER,62525,debt_consolidation,TX,34.11,665,33.78,11405.52,0
49308,2015-03-01,30000,30000,60 months,15.29,718.27,C,4 years,OWN,19257,credit_card,IL,25.99,843,68.54,41290.7,0
49309,2017-01-01,25000,25000,36 months,11.79,827.85,B,8 years,MORTGAGE,96960,debt_consolidation,CA,30.65,755,51.59,30535.6,0
49310,2018-08-01,15000,15000,36 months,5.08,450.1,A,4 years,OWN,68688,credit_card,FL,25.43,611,19.28,20882.62,0
49311,2015-02-01,20000,20000,36 months,12.78,671.76,C,8 years,MORTGAGE,51782,home_improvement,GA,26.9,676,40.97,24407.2,0
49312,2017-01-01,35000,35000,60 months,16.94,868.71,D,2 years,MORTGAGE,33393,home_improvement,IL,32.4,700,43.19,7115.12,1
49313,2016-09-01,10000,10000,36 months,13.59,339.79,C,7 years,RENT,29366,home_improvement,MI,40.8,661,45.07,11854.53,0
49314,2015-03-01,10000,10000,36 months,5.49,301.91,A,10+ years,MORTGAGE,66386,credit_card,MI,42.95,806,26.05,11620.15,0
49315,2017-03-01,10000,10000,36 months,24.35,394.17,F,1 year,MORTGAGE,19442,medical,GA,21.23,626,38.18,12428.98,0
49316,2017-05-01,10000,10000,36 months,16.37,353.4,D,3 years,MORTGAGE,32663,debt_consolidation,OH,36.51,589,77.66,2887.85,1
49317,2018-12-01,5000,5000,60 months,12.82,113.31,C,4 years,MORTGAGE,74510,other,OH,24.3,626,53.32,5862.46,0
49318,2018-03-01,25000,25000,36 months,12.24,833.23,C,5 years,MORTGAGE,21079,major_purchase,IL,24.02,821,9.83,8659.18,1
49319,2017-06-01,10000,10000,36 months,11.95,331.9,B,6 years,MORTGAGE,21661,debt_consolidation,NY,42.45,849,39.19,11240.53,0
49320,2016-08-01,15000,15000,36 months,31.23,646.92,G,7 years,MORTGAGE,67022,home_improvement,MI,17.3,829,9.9,6965.84,1
49321,2016-04-01,20000,20000,36 months,7.93,626.08,A,< 1 year,RENT,41780,medical,OH,9.7,769,14.2,23135.75,0
49322,2015-08-01,25000,25000,36 months,18.06,904.56,D,3 years,OWN,133101,credit_card,PA,11.88,593,43.67,33398.97,0
49323,2015-02-01,5000,5000,60 months,11.48,109.91,B,5 years,RENT,40818,debt_consolidation,CA,19.99,679,57.63,5607.77,0
49324,2016-10-01,20000,20000,60 months,21.69,548.86,E,9 years,RENT,19329,debt_consolidation,GA,27.6,679,56.92,25328.1,0
49325,2017-04-01,25000,25000,36 months,16.02,879.17,D,5 years,MORTGAGE,96756,other,CA,5.97,827,31.13,30313.92,0
49326,2017-01-01,30000,30000,60 months,14.47,705.38,C,9 years,RENT,22075,home_improvement,OH,24.94,628,50.25,33064.43,0
49327,2018-06-01,30000,30000,60 months,27.65,927.75,F,8 years,MORTGAGE,26743,debt_consolidation,MI,21.11,716,64.36,17043.12,1
49328,2017-02-01,5000,5000,60 months,25.93,149.5,F,2 years,RENT,40075,debt_consolidation,FL,38.01,659,61.23,1104.11,1
49329,2016-11-01,15000,15000,60 months,7.25,298.79,A,3 years,RENT,54045,credit_card,GA,5.15,761,23.84,16905.34,0
49330,2015-08-01,15000,15000,60 months,6.71,294.97,A,6 years,MORTGAGE,61607,debt_consolidation,FL,14.88,849,30.41,18808.1,0
49331,2016-03-01,5000,5000,36 months,17.29,178.99,D,1 year,MORTGAGE,87237,home_improvement,IL,33.59,580,36.97,6418.94,0
49332,2018-06-01,20000,20000,36 months,25.53,800.81,F,6 years,MORTGAGE,15000,credit_card,GA,15.19,792,62.62,10787.63,1
49333,2018-12-01,25000,25000,60 months,8.25,509.91,B,6 years,RENT,27865,credit_card,FL,33.9,691,52.18,31417.22,0
49334,2017-08-01,10000,10000,60 months,7.26,199.24,A,10+ years,MORTGAGE,92502,credit_card,NY,10.98,721,63.82,11965.32,0
49335,2015-04-01,25000,25000,60 months,15.93,607.02,C,10+ years,MORTGAGE,28660,small_business,NC,11.93,587,73.12,30019.42,0
49336,2016-03-01,10000,10000,60 months,7.4,199.9,A,2 years,MORTGAGE,47542,credit_card,OH,14.57,769,46.26,12590.34,0
49337,2017-07-01,10000,10000,60 months,12.59,225.44,C,< 1 year,RENT,110002,other,GA,44.7,737,40.8,12651.57,0
49338,2016-01-01,20000,20000,36 months,11.67,661.14,B,2 years,RENT,44236,small_business,MI,44.73,763,5.27,24302.33,0
49339,2016-12-01,10000,10000,36 months,15.2,347.63,C,< 1 year,RENT,41887,other,CA,12.6,670,52.92,11041.93,0
49340,2016-12-01,25000,25000,36 months,26.45,1013.27,F,1 year,RENT,44531,debt_consolidation,MI,14.18,638,26.16,29465.42,0
49341,2018-09-01,10000,10000,36 months,12.14,332.81,C,8 years,MORTGAGE,106162,debt_consolidation,CA,10.25,667,29.67,13749.13,0
49342,2016-02-01,20000,20000,36 months,5.31,602.21,A,6 years,RENT,18738,medical,FL,19.22,663,81.84,26635.08,0
49343,2017-12-01,10000,10000,60 months,15.17,238.79,C,1 year,OWN,143268,debt_consolidation,IL,40.34,624,42.2,11578.83,0
49344,2018-09-01,10000,10000,36 months,11.63,330.38,B,8 years,MORTGAGE,42796,debt_consolidation,OH,27.12,791,68.3,11159.53,0
49345,2016-05-01,30000,30000,36 months,17.39,1075.41,D,9 years,RENT,39946,debt_consolidation,CA,42.23,811,20.78,5537.0,1
49346,2018-05-01,15000,15000,60 months,15.76,362.86,C,1 year,OWN,30127,debt_consolidation,FL,17.79,799,36.17,3541.53,1
49347,2017-05-01,20000,20000,36 months,17.19,714.95,D,< 1 year,MORTGAGE,24810,debt_consolidation,TX,10.5,716,71.54,24059.49,0
49348,2016-10-01,10000,10000,36 months,27.4,410.4,F,7 years,MORTGAGE,15000,debt_consolidation,NC,24.66,782,19.71,13515.37,0
49349,2016-02-01,20000,20000,36 months,9.42,639.91,B,1 year,MORTGAGE,101781,credit_card,GA,12.8,590,35.28,27096.74,0
49350,2018-12-01,35000,35000,60 months,30.44,1141.85,G,1 year,OWN,15000,medical,NY,25.2,836,48.68,45386.76,0
49351,2015-04-01,20000,20000,36 months,6.72,614.98,A,3 years,RENT,47530,credit_card,OH,9.26,833,21.69,25289.85,0
49352,2017-08-01,15000,15000,36 months,12.74,503.53,C,9 years,MORTGAGE,37597,home_improvement,OH,18.68,669,33.01,19695.3,0
49353,2016-01-01,5000,5000,60 months,7.3,99.72,A,< 1 year,MORTGAGE,58434,small_business,FL,21.62,831,5.28,6366.14,0
49354,2017-12-01,15000,15000,36 months,10.37,486.62,B,8 years,OWN,15000,credit_card,TX,40.44,711,28.62,18483.4,0
49355,2017-01-01,10000,10000,60 months,12.13,223.1,C,7 years,MORTGAGE,29866,credit_card,FL,14.1,620,50.89,2368.85,1
49356,2015-12-01,20000,20000,36 months,6.86,616.26,A,7 years,RENT,65175,credit_card,CA,36.83,714,76.86,25515.34,0
49357,2018-07-01,10000,10000,60 months,7.31,199.48,A,4 years,MORTGAGE,54756,debt_consolidation,PA,15.28,704,16.26,12470.83,0
49358,2018-10-01,10000,10000,60 months,11.63,220.58,B,4 years,OWN,32920,credit_card,OH,21.47,649,49.93,13844.5,0
49359,2017-06-01,5000,5000,36 months,14.64,172.45,C,4 years,MORTGAGE,52153,home_improvement,GA,20.6,837,51.62,2297.45,1
